mid_pt_datetime,stationary_outline_area (m^2),stationary_outline_dh (m),stationary_outline_region_dh (m),stationary_outline_dh_corr (m),stationary_outline_dV_corr (m^3),date,mid_pt_datetime_CS2,stationary_outline_area (m^2)_CS2,stationary_outline_dh (m)_CS2,stationary_outline_region_dh (m)_CS2,stationary_outline_dh_corr (m)_CS2,stationary_outline_dV_corr (m^3)_CS2,name
2019-01-01 00:00:00,194096015.96036887,-0.03,-0.14,0.11,21350562.0,2019-01-01,2019-01-01 00:00:00,194096015.96036887,-0.03,-0.14,0.11,21350562.0,Thw_170
2019-04-02 13:30:00,194096015.96036887,-0.05,-0.15,0.1,19409602.0,2019-04-02,2019-04-02 06:00:00,194096015.96036887,0.1,-0.05,0.15,29114402.0,Thw_170
2019-07-02 21:00:00,194096015.96036887,0.3,0.1,0.2,38819203.0,2019-07-02,2019-07-02 12:00:00,194096015.96036887,0.18,-0.01,0.19,36878243.0,Thw_170
2019-10-02 04:30:00,194096015.96036887,0.73,0.41,0.32,62110725.0,2019-10-02,2019-10-01 18:00:00,194096015.96036887,0.25,0.02,0.23,44642084.0,Thw_170
2020-01-01 12:00:00,194096015.96036887,-0.06,-0.29,0.23,44642084.0,2020-01-01,2020-01-01 00:00:00,194096015.96036887,0.33,0.04,0.29,56287845.0,Thw_170
2020-04-01 19:30:00,194096015.96036887,0.24,-0.18,0.42,81520327.0,2020-04-01,2020-04-01 12:00:00,194096015.96036887,0.36,0.07,0.29,56287845.0,Thw_170
2020-07-02 03:00:00,194096015.96036887,0.66,0.34,0.32,62110725.0,2020-07-02,2020-07-02 00:00:00,194096015.96036887,0.32,0.06,0.26,50464964.0,Thw_170
2020-10-01 10:30:00,194096015.96036887,0.14,0.02,0.12,23291522.0,2020-10-01,2020-10-01 12:00:00,194096015.96036887,0.27,0.06,0.21,40760163.0,Thw_170
2020-12-31 18:00:00,194096015.96036887,0.19,-0.18,0.37,71815526.0,2020-12-31,2021-01-01 00:00:00,194096015.96036887,0.22,0.06,0.16,31055363.0,Thw_170
2021-04-02 01:30:00,194096015.96036887,-0.4,-0.18,-0.22,-42701124.0,2021-04-02,2021-04-02 06:00:00,194096015.96036887,0.17,0.06,0.11,21350562.0,Thw_170
2021-07-02 09:00:00,194096015.96036887,-0.25,-0.0,-0.25,-48524004.0,2021-07-02,2021-07-02 12:00:00,194096015.96036887,0.15,0.06,0.09,17468641.0,Thw_170
