mid_pt_datetime,stationary_outline_area (m^2),stationary_outline_dh (m),stationary_outline_region_dh (m),stationary_outline_dh_corr (m),stationary_outline_dV_corr (m^3)
2019-01-01 00:00:00,255132134.62921715,0.02,0.03,-0.01,-2551321.0
2019-04-02 06:00:00,255132134.62921715,-0.04,-0.02,-0.02,-5102643.0
2019-07-02 12:00:00,255132134.62921715,0.04,0.03,0.01,2551321.0
2019-10-01 18:00:00,255132134.62921715,0.08,0.04,0.04,10205285.0
2020-01-01 00:00:00,255132134.62921715,0.06,0.02,0.04,10205285.0
2020-04-01 12:00:00,255132134.62921715,0.06,0.05,0.01,2551321.0
2020-07-02 00:00:00,255132134.62921715,0.01,0.05,-0.04,-10205285.0
2020-10-01 12:00:00,255132134.62921715,0.05,0.09,-0.04,-10205285.0
2021-01-01 00:00:00,255132134.62921715,0.09,0.11,-0.02,-5102643.0
2021-04-02 06:00:00,255132134.62921715,0.1,0.11,-0.01,-2551321.0
2021-07-02 12:00:00,255132134.62921715,0.1,0.1,0.0,0.0
