midcyc_datetime,evolving_outlines_darea (m^2),evolving_outlines_dh (m),evolving_outlines_region_dh (m),evolving_outlines_dh_corr (m),evolving_outlines_dvol_corr (m^3),static_outline_area,static_outline_dh (m),static_outline_region_dh (m),static_outline_dh_corr (m),static_outline_dvol_corr (m^3),bias_area (m^2),bias_region_dh (m),bias_outlines_dh_corr (m),bias_dvol_corr (m^3)
2018-11-16 14:15:00,80547249.12674765,-0.38847607374191284,-0.133854940533638,-0.25462114810943604,-20509033.049709257,225641926.76585674,-0.19587259,-0.12328619,-0.0725864,-16378535.671301194,-145094677.63910908,-0.010568752884864807,-0.18203474581241608,-4130497.378408063
2019-02-15 21:45:00,11270630.106309235,0.34378883242607117,0.03923915699124336,0.3045496642589569,3432466.614863369,225641926.76585674,0.01197449,0.08600612,-0.07403163,-16704639.334331512,-214371296.6595475,-0.046766962856054306,0.37858128547668457,20137105.949194882
2019-05-18 05:15:00,284515370.3131804,-0.1118999645113945,0.012333016842603683,-0.12423297762870789,-35346191.63514088,225641926.76585674,0.15855111,0.15273513,0.005815983,1312329.5692268156,58873443.547323644,-0.14040210843086243,-0.1300489604473114,-36658521.2043677
2019-08-17 12:45:00,327774437.48793334,-1.8211023807525635,-0.03710499778389931,-1.7839974164962769,-584748749.6719935,225641926.76585674,-1.7996925,-0.67862475,-1.1210678,-252959889.9373551,102132510.7220766,0.6415197253227234,-0.6629296541213989,-331788859.7346384
2019-11-16 20:15:00,261556994.91392845,-1.149648904800415,-0.0999097153544426,-1.0497392416000366,-274566641.47613186,225641926.76585674,-0.986258,-0.4725228,-0.5137352,-115920194.7643489,35915068.14807171,0.3726130723953247,-0.5360040664672852,-158646446.71178296
2020-02-16 03:45:00,48647697.48657936,0.44904062151908875,0.04186274856328964,0.4071778655052185,19808265.624328967,225641926.76585674,0.09280685,-0.020827817,0.11363467,25640745.500493392,-176994229.27927738,0.06269056349992752,0.2935431897640228,-5832479.876164425
2020-05-17 11:15:00,34052346.48953329,0.611265242099762,-0.02489013597369194,0.636155366897583,21662582.974772673,225641926.76585674,0.045802604,-0.04631396,0.092116565,20785359.103596065,-191589580.27632344,0.0214238241314888,0.5440387725830078,877223.8711766079
2020-08-16 18:45:00,35414117.267504334,0.5559238791465759,-0.0033525575418025255,0.5592764616012573,19806282.19610181,225641926.76585674,0.10812033,-0.000742422,0.10886275,24564000.71542827,-190227809.4983524,-0.002610135590657592,0.45041370391845703,-4757718.51932646
2020-11-16 02:15:00,19010982.116754115,0.46148681640625,-0.027476875111460686,0.48896369338035583,9295680.030595986,225641926.76585674,-0.0068627265,-0.046671893,0.039809167,8982617.231718764,-206630944.64910263,0.019195018336176872,0.4491545259952545,313062.79887722246
2021-02-15 09:45:00,24102279.22938013,0.46878451108932495,0.04698256030678749,0.42180195450782776,10166388.48704596,225641926.76585674,0.106335394,0.04785984,0.058475554,13194536.670871444,-201539647.5364766,-0.0008772797882556915,0.36332640051841736,-3028148.1838254835
2021-05-17 17:15:00,23400501.270114303,0.4178975522518158,0.018115924671292305,0.39978161454200745,9355090.178858591,225641926.76585674,0.0749219,0.03208346,0.04283844,9666147.993529273,-202241425.49574244,-0.013967534527182579,0.35694319009780884,-311057.81467068195
2021-08-17 00:45:00,15348794.726640582,0.40378570556640625,-0.029160985723137856,0.43294668197631836,6645209.749234652,225641926.76585674,0.039279852,-0.007890087,0.04716994,10643515.849974478,-210293132.03921616,-0.02127089910209179,0.3857767581939697,-3998306.1007398255
2021-11-16 08:15:00,3606435.975546837,0.3473052978515625,-0.09916140139102936,0.44646668434143066,1610153.5122920491,225641926.76585674,-0.06226387,-0.08254298,0.02027911,4575817.335710951,-222035490.7903099,-0.01661842316389084,0.42618757486343384,-2965663.8234189022
2022-02-15 15:45:00,11296441.639170706,0.35914307832717896,-0.019976921379566193,0.37911999225616455,4282706.8667646125,225641926.76585674,0.050569974,0.00510247,0.045467503,10259375.065381417,-214345485.12668604,-0.0250793918967247,0.3336524963378906,-5976668.198616805
2022-05-17 23:15:00,8937426.738651276,0.3675605058670044,-0.006094533018767834,0.3736550509929657,3339514.6437766375,225641926.76585674,0.050385486,0.023952678,0.026432808,5964349.837202269,-216704500.02720547,-0.030047211796045303,0.347222238779068,-2624835.193425631
2022-08-17 06:45:00,2852861.1308259964,0.3251749575138092,0.006704193539917469,0.3184707760810852,908552.8983857174,225641926.76585674,0.06925861,0.03413486,0.035123747,7925389.912697982,-222789065.63503075,-0.027430668473243713,0.2833470404148102,-7016837.0143122645
2022-11-16 14:15:00,32700879.525913298,0.4199962615966797,-0.09486659616231918,0.5148628354072571,16836467.553022843,225641926.76585674,0.031925254,-0.069188006,0.10111326,22815390.761117496,-192941047.23994344,-0.025678589940071106,0.4137495756149292,-5978923.208094653
2023-02-15 21:45:00,0.0,0.0,0.0,0.0,0.0,225641926.76585674,0.27045783,-0.01011218,0.28057,63308355.48522766,-225641926.76585674,0.01011218037456274,-0.28057000041007996,-63308355.48522766
