mid_pt_datetime,stationary_outline_area (m^2),stationary_outline_dh (m),stationary_outline_region_dh (m),stationary_outline_dh_corr (m),stationary_outline_dV_corr (m^3),date,mid_pt_datetime_CS2,stationary_outline_area (m^2)_CS2,stationary_outline_dh (m)_CS2,stationary_outline_region_dh (m)_CS2,stationary_outline_dh_corr (m)_CS2,stationary_outline_dV_corr (m^3)_CS2,name
2019-01-01 00:00:00,14559127.229967833,-0.08,-0.07,-0.01,-145591.0,2019-01-01,2019-01-01 00:00:00,14559127.229967833,-0.08,-0.07,-0.01,-145591.0,JG_F1
2019-04-02 13:30:00,14559127.229967833,0.04,0.03,0.01,145591.0,2019-04-02,2019-04-02 06:00:00,14559127.229967833,-0.1,-0.09,-0.01,-145591.0,JG_F1
2019-07-02 21:00:00,14559127.229967833,-0.03,-0.02,-0.01,-145591.0,2019-07-02,2019-07-02 12:00:00,14559127.229967833,-0.09,-0.08,-0.01,-145591.0,JG_F1
2019-10-02 04:30:00,14559127.229967833,-0.04,-0.01,-0.03,-436774.0,2019-10-02,2019-10-01 18:00:00,14559127.229967833,-0.11,-0.07,-0.04,-582365.0,JG_F1
2020-01-01 12:00:00,14559127.229967833,-0.06,0.02,-0.08,-1164730.0,2020-01-01,2020-01-01 00:00:00,14559127.229967833,-0.08,-0.03,-0.05,-727956.0,JG_F1
2020-04-01 19:30:00,14559127.229967833,-0.29,-0.16,-0.13,-1892687.0,2020-04-01,2020-04-01 12:00:00,14559127.229967833,-0.08,-0.04,-0.04,-582365.0,JG_F1
2020-07-02 03:00:00,14559127.229967833,-0.09,0.02,-0.11,-1601504.0,2020-07-02,2020-07-02 00:00:00,14559127.229967833,-0.09,-0.06,-0.03,-436774.0,JG_F1
2020-10-01 10:30:00,14559127.229967833,-0.06,-0.02,-0.04,-582365.0,2020-10-01,2020-10-01 12:00:00,14559127.229967833,-0.09,-0.07,-0.02,-291183.0,JG_F1
2020-12-31 18:00:00,14559127.229967833,-0.06,-0.02,-0.04,-582365.0,2020-12-31,2021-01-01 00:00:00,14559127.229967833,-0.04,-0.04,0.0,0.0,JG_F1
2021-04-02 01:30:00,14559127.229967833,-0.01,-0.0,-0.01,-145591.0,2021-04-02,2021-04-02 06:00:00,14559127.229967833,-0.03,-0.03,0.0,0.0,JG_F1
2021-07-02 09:00:00,14559127.229967833,0.04,0.03,0.01,145591.0,2021-07-02,2021-07-02 12:00:00,14559127.229967833,-0.04,-0.04,0.0,0.0,JG_F1
