mid_pt_datetime,stationary_outline_area (m^2),stationary_outline_dh (m),stationary_outline_region_dh (m),stationary_outline_dh_corr (m),stationary_outline_dV_corr (m^3)
2014-01-01 00:00:00,196102740,-0.03,-0.01,-0.02,-3922055
2014-04-02 07:30:00,196102740,-0.03,0.02,-0.05,-9805137
2014-07-02 15:00:00,196102740,-0.03,0.0,-0.03,-5883082
2014-10-01 22:30:00,196102740,-0.05,-0.05,0.0,0
2015-01-01 00:00:00,196102740,-0.05,-0.09,0.04,7844110
2015-04-02 07:30:00,196102740,0.01,-0.04,0.05,9805137
2015-07-02 15:00:00,196102740,0.07,0.01,0.06,11766164
2015-10-01 22:30:00,196102740,0.07,0.03,0.04,7844110
2016-01-01 00:00:00,196102740,0.06,0.02,0.04,7844110
2016-04-01 07:30:00,196102740,0.02,-0.02,0.04,7844110
2016-07-01 15:00:00,196102740,-0.04,-0.04,0.0,0
2016-09-30 22:30:00,196102740,-0.07,-0.06,-0.01,-1961027
2017-01-01 00:00:00,196102740,-0.08,-0.07,-0.01,-1961027
2017-04-02 07:30:00,196102740,-0.04,-0.06,0.02,3922055
2017-07-02 15:00:00,196102740,-0.0,-0.03,0.03,5883082
2017-10-01 22:30:00,196102740,0.01,-0.0,0.01,1961027
2018-01-01 00:00:00,196102740,-0.01,-0.02,0.01,1961027
2018-04-02 07:30:00,196102740,-0.05,-0.02,-0.03,-5883082
2018-07-02 15:00:00,196102740,-0.03,-0.01,-0.02,-3922055
2018-10-01 22:30:00,196102740,-0.04,-0.02,-0.02,-3922055
2019-01-01 00:00:00,196102740,-0.03,-0.05,0.02,3922055
2019-04-02 13:30:00,196102740,-0.01,-0.04,0.03,5883082
2019-07-02 21:00:00,196102740,-0.09,-0.05,-0.04,-7844110
2019-10-02 04:30:00,196102740,0.09,0.02,0.07,13727192
2020-01-01 12:00:00,196102740,-0.1,-0.05,-0.05,-9805137
2020-04-01 19:30:00,196102740,-0.05,-0.06,0.01,1961027
2020-07-02 03:00:00,196102740,0.06,0.05,0.01,1961027
2020-10-01 10:30:00,196102740,-0.03,-0.01,-0.02,-3922055
2020-12-31 18:00:00,196102740,0.05,0.07,-0.02,-3922055
2021-04-02 01:30:00,196102740,-0.14,-0.14,0.0,0
2021-07-02 09:00:00,196102740,-0.01,0.02,-0.03,-5883082
2021-10-01 16:30:00,196102740,-0.07,-0.05,-0.02,-3922055
2022-01-01 00:00:00,196102740,-0.04,-0.04,0.0,0
2022-04-02 07:30:00,196102740,-0.1,-0.1,0.0,0
2022-07-02 15:00:00,196102740,0.01,0.02,-0.01,-1961027
2022-10-01 22:30:00,196102740,0.01,0.01,0.0,0
2023-01-01 06:00:00,196102740,-0.11,-0.09,-0.02,-3922055
2023-04-02 13:30:00,196102740,0.03,0.02,0.01,1961027
2023-07-02 21:00:00,196102740,0.05,0.03,0.02,3922055
2023-10-02 04:30:00,196102740,-0.02,-0.01,-0.01,-1961027
2024-01-01 12:00:00,196102740,-0.01,0.02,-0.03,-5883082
2024-04-01 19:30:00,196102740,-0.06,-0.08,0.02,3922055
2024-07-02 03:00:00,196102740,0.13,0.11,0.02,3922055
2024-10-01 10:30:00,196102740,-0.22,-0.13,-0.09,-17649247
