mid_pt_datetime,stationary_outline_area (m^2),stationary_outline_dh (m),stationary_outline_region_dh (m),stationary_outline_dh_corr (m),stationary_outline_dV_corr (m^3)
2014-04-02 06:00:00,196102740.67989254,-0.03,0.02,-0.05,-9805137.0
2014-07-02 12:00:00,196102740.67989254,-0.03,0.0,-0.03,-5883082.0
2014-10-01 18:00:00,196102740.67989254,-0.05,-0.05,0.0,0.0
2015-01-01 00:00:00,196102740.67989254,-0.05,-0.09,0.04,7844110.0
2015-04-02 06:00:00,196102740.67989254,0.01,-0.04,0.05,9805137.0
2015-07-02 12:00:00,196102740.67989254,0.07,0.01,0.06,11766164.0
2015-10-01 18:00:00,196102740.67989254,0.07,0.03,0.04,7844110.0
2016-01-01 00:00:00,196102740.67989254,0.06,0.02,0.04,7844110.0
2016-04-01 12:00:00,196102740.67989254,0.02,-0.02,0.04,7844110.0
2016-07-02 00:00:00,196102740.67989254,-0.04,-0.04,0.0,0.0
2016-10-01 12:00:00,196102740.67989254,-0.07,-0.06,-0.01,-1961027.0
2017-01-01 00:00:00,196102740.67989254,-0.08,-0.07,-0.01,-1961027.0
2017-04-02 06:00:00,196102740.67989254,-0.04,-0.06,0.02,3922055.0
2017-07-02 12:00:00,196102740.67989254,-0.0,-0.03,0.03,5883082.0
2017-10-01 18:00:00,196102740.67989254,0.01,-0.0,0.01,1961027.0
2018-01-01 00:00:00,196102740.67989254,-0.01,-0.02,0.01,1961027.0
2018-04-02 06:00:00,196102740.67989254,-0.05,-0.02,-0.03,-5883082.0
2018-07-02 12:00:00,196102740.67989254,-0.03,-0.01,-0.02,-3922055.0
2018-10-01 18:00:00,196102740.67989254,-0.04,-0.02,-0.02,-3922055.0
2019-01-01 00:00:00,196102740.67989254,-0.03,-0.05,0.02,3922055.0
2019-04-02 13:30:00,196102740.67989254,-0.01,-0.04,0.03,5883082.0
2019-07-02 21:00:00,196102740.67989254,-0.08,-0.07,-0.01,-1961027.0
2019-10-02 04:30:00,196102740.67989254,0.09,0.06,0.03,5883082.0
2020-01-01 12:00:00,196102740.67989254,-0.1,-0.07,-0.03,-5883082.0
2020-04-01 19:30:00,196102740.67989254,-0.06,-0.07,0.01,1961027.0
2020-07-02 03:00:00,196102740.67989254,0.06,0.06,0.0,0.0
2020-10-01 10:30:00,196102740.67989254,-0.03,-0.01,-0.02,-3922055.0
2020-12-31 18:00:00,196102740.67989254,0.05,0.07,-0.02,-3922055.0
2021-04-02 01:30:00,196102740.67989254,-0.12,-0.13,0.01,1961027.0
2021-07-02 09:00:00,196102740.67989254,-0.02,0.01,-0.03,-5883082.0
2021-10-01 16:30:00,196102740.67989254,-0.06,-0.04,-0.02,-3922055.0
2022-01-01 00:00:00,196102740.67989254,-0.04,-0.04,0.0,0.0
2022-04-02 07:30:00,196102740.67989254,-0.11,-0.1,-0.01,-1961027.0
2022-07-02 15:00:00,196102740.67989254,0.01,0.02,-0.01,-1961027.0
2022-10-01 22:30:00,196102740.67989254,0.01,0.01,0.0,0.0
2023-01-01 06:00:00,196102740.67989254,-0.11,-0.09,-0.02,-3922055.0
2023-04-02 13:30:00,196102740.67989254,0.03,0.0,0.03,5883082.0
2023-07-02 21:00:00,196102740.67989254,0.06,0.05,0.01,1961027.0
2023-10-02 04:30:00,196102740.67989254,-0.02,-0.01,-0.01,-1961027.0
2024-01-01 12:00:00,196102740.67989254,-0.02,0.02,-0.04,-7844110.0
2024-04-01 19:30:00,196102740.67989254,-0.05,-0.09,0.04,7844110.0
2024-07-02 03:00:00,196102740.67989254,0.09,0.08,0.01,1961027.0
2024-10-01 10:30:00,196102740.67989254,-0.02,-0.02,0.0,0.0
2024-12-31 18:00:00,196102740.67989254,-0.03,-0.01,-0.02,-3922055.0
