midcyc_datetime,evolving_outlines_area (m^2),evolving_outlines_dh (m),evolving_outlines_region_dh (m),evolving_outlines_dh_corr (m),evolving_outlines_dvol_corr (m^3),static_outline_area (m^2),static_outline_dh (m),static_outline_region_dh (m),static_outline_dh_corr (m),static_outline_dvol_corr (m^3),bias_area (m^2),bias_region_dh (m),bias_outlines_dh_corr (m),bias_dvol_corr (m^3)
2018-11-16 14:15:00,118731298.80032064,-0.5526813268661499,0.073267862200737,-0.6259492039680481,-74319761.97015315,199379758.88163948,-0.24339734,-0.0017799279,-0.24161741,-48173621.22156252,-80648460.08131886,0.0750477910041809,-0.3843317925930023,-26146140.748590637
2019-02-15 21:45:00,64740981.570595264,-0.4985858500003814,-0.0560264848172664,-0.4425593614578247,-28651727.46403544,199379758.88163948,-0.22383094,-0.05806346,-0.16576748,-33050679.387848902,-134638777.31104422,0.0020369738340377,-0.2767918705940246,4398951.923813466
2019-05-18 05:15:00,73342273.66600764,-0.4808093011379242,-0.0266984608024358,-0.4541108310222626,-33305520.84353293,199379758.88163948,-0.21732575,-0.03698691,-0.18033883,-35955912.39370506,-126037485.21563184,0.0102884490042924,-0.2737720012664795,2650391.5501721315
2019-08-17 12:45:00,15698989.074733734,0.1295072138309478,0.0837574899196624,0.0457497239112854,718224.4158553542,199379758.88163948,0.028888483,0.06863324,-0.03974476,-7924300.833313167,-183680769.80690572,0.0151242464780807,0.0854944884777069,8642525.24916852
2019-11-16 20:15:00,0.0,0.0,0.0,0.0,0.0,199379758.88163948,-0.13663375,-0.109236285,-0.027397469,-5462500.700602648,-199379758.88163948,0.1092362850904464,0.0273974686861038,5462500.700602648
2020-02-16 03:45:00,47513426.76280896,0.4560685455799103,-0.03584910556674,0.4919176399707794,23372692.760085456,199379758.88163948,0.123012364,-0.039927695,0.16294006,32486948.904361703,-151866332.1188305,0.0040785893797874,0.3289775848388672,-9114256.144276246
2020-05-17 11:15:00,79884845.89164615,0.5744460225105286,0.1290283203125,0.4454177021980285,35582124.49750065,199379758.88163948,0.32157156,0.12059833,0.20097323,40069993.66456533,-119494912.98999332,0.0084299892187118,0.2444444745779037,-4487869.167064682
2020-08-16 18:45:00,48565735.09080219,0.4590558111667633,-0.0236858502030372,0.4827416539192199,23444703.28153655,199379758.88163948,0.15621069,-0.013948118,0.1701588,33926221.20603767,-150814023.7908373,-0.0097377318888902,0.3125828504562378,-10481517.92450112
2020-11-16 02:15:00,38258485.08279824,0.3263186812400818,0.0786145403981208,0.2477041482925415,9476785.462397443,199379758.88163948,0.120077565,0.114275254,0.005802311,1156863.3687759268,-161121273.79884124,-0.0356607139110565,0.2419018447399139,8319922.093621517
2021-02-15 09:45:00,20944536.30518514,-0.307234913110733,-0.1222125887870788,-0.1850223243236541,-3875206.7890665145,199379758.88163948,-0.12755038,-0.105851606,-0.021698773,-4326296.110276368,-178435222.57645434,-0.0163609832525253,-0.1633235514163971,451089.32120985305
2021-05-17 17:15:00,5225393.20804596,-0.15155029296875,-0.0107240872457623,-0.1408262103796005,-735872.323232416,199379758.88163948,-0.038529802,-0.012655283,-0.025874518,-5158855.13171238,-194154365.67359352,0.0019311960786581,-0.1149516925215721,4422982.808479964
2021-08-17 00:45:00,44605442.8723681,0.3937601149082184,0.0852640122175216,0.3084961175918579,13760605.949590968,199379758.88163948,0.1023713,0.09103671,0.011334591,2259887.9436099143,-154774316.00927138,-0.0057726949453353,0.2971615195274353,11500718.005981054
2021-11-16 08:15:00,6946623.086695671,-0.3079485297203064,-0.0116716055199503,-0.2962769269943237,-2058124.141114017,199379758.88163948,-0.0068765213,-0.02890094,0.02202442,4391223.381369195,-192433135.7949438,0.0172293335199356,-0.3183013498783111,-6449347.522483212
2022-02-15 15:45:00,48395197.79777303,-0.407397449016571,-0.0726461485028266,-0.3347513079643249,-16200355.76199674,199379758.88163948,-0.08281129,-0.10704536,0.024234071,4831783.307256502,-150984561.08386645,0.0343992114067077,-0.3589853644371032,-21032139.069253244
2022-05-17 23:15:00,0.0,0.0,0.0,0.0,0.0,199379758.88163948,0.10094288,0.07368806,0.02725482,5434059.414042143,-199379758.88163948,-0.0736880600452423,-0.0272548198699951,-5434059.414042143
2022-08-17 06:45:00,46041120.66688836,0.3130240142345428,0.1473157107830047,0.165708303451538,7629395.9947176175,199379758.88163948,0.16425231,0.15402222,0.010230094,2039673.7138183704,-153338638.21475112,-0.0067065060138702,0.1554782092571258,5589722.280899247
2022-11-16 14:15:00,33031012.10095501,-0.3696655333042145,-0.1564722508192062,-0.2131932824850082,-7041989.893604627,199379758.88163948,-0.1920933,-0.1269008,-0.06519249,-12998063.099810772,-166348746.78068447,-0.0295714437961578,-0.1480007916688919,5956073.206206145
2023-02-15 21:45:00,0.0,0.0,0.0,0.0,0.0,199379758.88163948,-0.055804987,-0.062077906,0.0062729195,1250693.1726152515,-199379758.88163948,0.0620779059827327,-0.0062729194760322,-1250693.1726152515
