mid_pt_datetime,evolving_outlines_area (m^2),evolving_outlines_dh (m),evolving_outlines_region_dh (m),evolving_outlines_dh_corr (m),evolving_outlines_dV_corr (m^3)
2010-10-01 22:30:00,0,0.0,0.08,0.0,0
2011-01-01 00:00:00,0,0.0,0.07,0.0,0
2011-04-02 07:30:00,0,0.0,0.05,0.0,0
2011-07-02 15:00:00,0,0.0,0.05,0.0,0
2011-10-01 22:30:00,0,0.0,0.05,0.0,0
2012-01-01 00:00:00,0,0.0,0.03,0.0,0
2012-04-01 07:30:00,51530637,-0.6,-0.02,-0.58,-29887769
2012-07-01 15:00:00,94474393,-0.88,-0.06,-0.82,-77469002
2012-09-30 22:30:00,99495296,-0.95,-0.05,-0.9,-89545766
2013-01-01 00:00:00,79700180,-0.77,-0.05,-0.72,-57384130
2013-04-02 07:30:00,47084361,-0.63,-0.06,-0.57,-26838086
2013-07-02 15:00:00,24249094,-0.53,-0.08,-0.45,-10912092
2013-10-01 22:30:00,0,0.0,-0.05,0.0,0
2014-01-01 00:00:00,0,0.0,-0.03,0.0,0
2014-04-02 07:30:00,0,0.0,-0.01,0.0,0
2014-07-02 15:00:00,0,0.0,0.0,0.0,0
2014-10-01 22:30:00,0,0.0,0.02,0.0,0
2015-01-01 00:00:00,0,0.0,0.03,0.0,0
2015-04-02 07:30:00,0,0.0,0.01,0.0,0
2015-07-02 15:00:00,0,0.0,-0.02,0.0,0
2015-10-01 22:30:00,0,0.0,-0.02,0.0,0
2016-01-01 00:00:00,6185431,0.47,-0.01,0.48,2969007
2016-04-01 07:30:00,21257802,0.53,0.0,0.53,11266635
2016-07-01 15:00:00,17512225,0.49,0.02,0.47,8230746
2016-09-30 22:30:00,0,0.0,0.05,0.0,0
2017-01-01 00:00:00,0,0.0,0.04,0.0,0
2017-04-02 07:30:00,0,0.0,0.02,0.0,0
2017-07-02 15:00:00,0,0.0,0.02,0.0,0
2017-10-01 22:30:00,21331942,-0.54,0.02,-0.56,-11945888
2018-01-01 00:00:00,41918501,-0.58,-0.0,-0.58,-24312731
2018-04-02 07:30:00,10300199,-0.47,-0.02,-0.45,-4635090
2018-07-02 15:00:00,0,0.0,0.0,0.0,0
2018-10-01 22:30:00,0,0.0,0.02,0.0,0
2019-01-01 00:00:00,0,0.0,0.04,0.0,0
2019-04-02 13:30:00,9098269,0.46,0.2,0.26,2365550
2019-07-02 21:00:00,0,0.0,0.19,0.0,0
2019-10-02 04:30:00,0,0.0,-0.19,0.0,0
2020-01-01 12:00:00,0,0.0,-0.16,0.0,0
2020-04-01 19:30:00,122691740,0.75,0.23,0.52,63799705
2020-07-02 03:00:00,64388251,-0.87,0.03,-0.9,-57949426
2020-10-01 10:30:00,25260542,-0.48,-0.18,-0.3,-7578163
2020-12-31 18:00:00,34968819,0.66,-0.11,0.77,26925991
2021-04-02 01:30:00,45541403,0.6,0.13,0.47,21404459
2021-07-02 09:00:00,81475866,0.74,0.17,0.57,46441244
2021-10-01 16:30:00,23303579,0.49,0.19,0.3,6991074
2022-01-01 00:00:00,0,0.0,-0.06,0.0,0
2022-04-02 07:30:00,0,0.0,0.0,0.0,0
2022-07-02 15:00:00,0,0.0,0.13,0.0,0
2022-10-01 22:30:00,101159295,0.62,0.37,0.25,25289824
2023-01-01 06:00:00,0,0.0,-0.23,0.0,0
2023-04-02 13:30:00,0,0.0,-0.06,0.0,0
2023-07-02 21:00:00,87854910,0.59,0.31,0.28,24599375
2023-10-02 04:30:00,0,0.0,-0.04,0.0,0
2024-01-01 12:00:00,0,0.0,-0.14,0.0,0
2024-04-01 19:30:00,92841944,-1.12,-0.05,-1.07,-99340880
2024-07-02 03:00:00,98093187,-1.02,-0.04,-0.98,-96131323
2024-10-01 10:30:00,44705375,-0.6,0.02,-0.62,-27717332
